"Library\Backend\S3\Strings\S3Backend.zh-CN.resx","UnableToParseURLError","not-updated","Could not parse the url: {0}",""
"Library\Backend\S3\Strings\S3SettingsControl.zh-CN.resx","PageDescription","not-updated","Displays various options related to the S3 backend",""
"Library\Backend\S3\Strings\S3SettingsControl.zh-CN.resx","PageTitle","not-updated","S3",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","BucketnameCaseWarning","not-updated","The bucket name is not in all lower case.
{0}
Do you want to convert the bucket name to lower case?",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","BucketnameNotPrefixedWarning","not-updated","The bucket name does not start with your user ID.
To avoid using a bucket owned by another user,
it is recommended that you put your user ID in front of the bucket name.
Do you want to insert the user ID in front of the bucket name?",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","CreateMissingBucket","not-updated","The bucket does not exist, do you want to create it?",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","EmptyAWSIDError","not-updated","You must enter your AWS Access ID.
You may click the link to the right
to open the AWS login page, and retrieve it.",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","EmptyAWSKeyError","not-updated","You must enter your AWS Secret Key.
You may click the link to the right
to open the AWS login page, and retrieve it.",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","EmptyBucketnameError","not-updated","You must enter a name for the bucket.
You must use a unique name for each backup.
You may enter any name you like.",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","HostnameInvalidWarning","not-updated","The supplied bucket name, ""{0}"", does not appear to be a valid hostname label. 
This may still work if the non-subdomain calling style is used, but it is not recommended.

Do you want to continue anyway?",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","HostnameInvalidWithNonUSBucketOptionError","not-updated","Non-US buckets require that the bucket names are valid hostname labels, but the supplied bucket name, ""{0}"", is not a valid hostname label. Either change the bucketname or use the default bucket region.",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","MonoRequiresExistingBucket","not-updated","A bug in Mono versions older than 2.4.3,
 prevents the backend from detecting and missing buckets.
Due to this, it is recommended that you create the bucket.
Do you want to create the bucket now?",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","NewS3RequiresLowerCaseError","not-updated","The new amazon s3 API requires that bucket names are all lower case.",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","NonUSBucketsRequireLowerCaseError","not-updated","Non-US buckets require that the bucket name is in lower case.",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","PageDescription","not-updated","On this page you can select where to store the backup data.",""
"Library\Backend\S3\Strings\S3UI.zh-CN.resx","PageTitle","not-updated","Backup storage options",""
"Library\Backend\SSH\SSHCommonOptions.zh-CN.resx","BrowseForSFTPButton.Text","missing","...",""
"Library\Backend\SSH\SSHCommonOptions.zh-CN.resx","BrowseForSFTPDialog.Filter","missing","Executables (*.exe)|*.exe|All files (*.*)|*.*",""
"Library\Backend\SSH\SSHCommonOptions.zh-CN.resx","label1.Text","missing","SFTP path:",""
"Library\Backend\SSH\SSHCommonOptions.zh-CN.resx","UseManagedAsDefault.Text","missing","Use managed SSH by default",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","BrowseForKeyFileButton.Text","missing","...",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","CreateFolderButton.Text","missing","Create folder",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","GenerateDebugOutput.Text","missing","Generate debug output",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","Keyfilelabel.Text","missing","Keyfile",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","label1.Text","missing","Server",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","label2.Text","missing","Path",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","label3.Text","missing","Username",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","label5.Text","missing","Port (optional)",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","OpenSSHKeyFileDialog.Filter","missing","All files (*.*)|*.*",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","OpenSSHKeyFileDialog.Title","missing","Select the OpenSSH keyfile",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","TestConnection.Text","missing","Test connection",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","UsePassword.Text","missing","Password",""
"Library\Backend\SSH\SSHUI.zh-CN.resx","UseUnmanagedSSH.Text","missing","Use installed sftp program instead of the built-in SSH library",""
"Library\Backend\SSH\Strings\SharpExpectProcess.zh-CN.resx","LogDisabled","not-updated","Log was disabled, no output",""
"Library\Backend\SSH\Strings\SharpExpectProcess.zh-CN.resx","PasswordMarker","not-updated","*password*",""
"Library\Backend\SSH\Strings\SharpExpectProcess.zh-CN.resx","WriteAfterExitError","not-updated","Can't write after process has exited: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","AuthenticationError","not-updated","Login failed due to bad credentials, log: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","CloseTimeoutError","not-updated","Timeout while closing session",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","ConnectionTimeoutError","not-updated","Timeout occured while connecting, log: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","CreateFolderError","not-updated","Failed to create folder: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugDeleteFooter","not-updated","Delete complete",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugDeleteHeader","not-updated","Delete start",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugGetFooter","not-updated","Get complete",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugGetHeader","not-updated","Get start",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugListFooter","not-updated","List complete",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugListHeader","not-updated","List start",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugParseFailed","not-updated","Failed to parse line: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugPutFooter","not-updated","Put complete",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DebugPutHeader","not-updated","Put start",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DeleteError","not-updated","Failed to delete file: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","Description","not-updated","This backend can read and write data to an SSH based backend, using SFTP. Allowed formats are ""ssh://hostname/folder"" or ""ssh://username:password@hostname/folder"".",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionDebugToConsoleLong","not-updated","The SSH backend relies on an external program (sftp) to work. Since the external program may change at any time, this may break the backend. Enable this option to get debug information about the ssh connection written to the console. Only used if the --use-sftp-application option is supplied.",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionDebugToConsoleShort","not-updated","Prints debug info to the console",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionFTPPasswordLong","not-updated","The password used to connect to the server. This may also be supplied as the environment variable ""FTP_PASSWORD"".",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionFTPPasswordShort","not-updated","Supplies the password used to connect to the server",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionFTPUsernameLong","not-updated","The username used to connect to the server. This may also be supplied as the environment variable ""FTP_USERNAME"".",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionFTPUsernameShort","not-updated","Supplies the username used to connect to the server",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionSFTPCommandLong","not-updated","The full path to the ""sftp"" application. Only used if the --use-sftp-application option is supplied.",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionSFTPCommandShort","not-updated","The path to the ""sftp"" program",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionSshkeyfileLong","not-updated","Points to a valid OpenSSH keyfile. If the file is encrypted, the password supplied is used to decrypt the keyfile.  If this option is supplied, the password is not used to authenticate. This option only works when using the managed SSH client.",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionSshkeyfileShort","not-updated","Uses a SSH private key to authenticate",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionSshnocdLong","not-updated","Disable the use of the cd command. This is used to support SSH backends where the cd/pwd is broken. If this option is enabled all paths will be transmitted with full paths.",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionSshnocdShort","not-updated","Do not use the cd command",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionSSHOptionsLong","not-updated","Supply any extra commandline arguments, which are passed unaltered to the ssh application.  Only used if the --use-sftp-application option is supplied.",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionSSHOptionsShort","not-updated","Extra options to the ssh commands",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionTransferTimeoutLong","not-updated","The SSH backend relies on an external program (sftp) to work. Since the external program may hang, Duplicati must use a timeout to detect a stall in the external program. Use this option to adjust the timeout. Minimum allowed value is one minute, maximum allowed is one hour. Only used if the --use-sftp-application option is supplied.",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionTransferTimeoutShort","not-updated","Sets the timeout for transfering a file",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionUnmanagedLong","not-updated","Set this flag to use the sftp command from --sftp-command to communicate with the server. Setting this flag also requires that --disable-streaming-transfers is set",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DescriptionUnmanagedShort","not-updated","Use an external sftp application",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DisplayName","not-updated","SSH based",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","DownloadTimeoutError","not-updated","Timeout while downloading file",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","FolderNotFoundError","not-updated","Folder not found: {0}, log: {1}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","FolderNotFoundManagedError","not-updated","Unable to set folder to {0}, error message: {1}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","FolderVerificationError","not-updated","Failed to validate the remote directory: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","HostNotAuthenticatedError","not-updated","The host is not authenticated, please connect to the host using SSH, and then re-rerun Duplicati, log: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","IncorrectFileHeaderError","not-updated","File must have the OpenSSH private key header, eg: ---- BEGIN RSA PRIVATE KEY ----",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","KeyfileNotFoundError","not-updated","The supplied keyfile was not found: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","KeyfileParseError","not-updated","Unable to parse content of the file. Please include the following information in a bug report (you may omit any key data present):
{0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","LaunchErrorLinux","not-updated","Failed to start the SSH application ({0}).
Make sure that ""expect"" is installed.
Error message: {1}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","LaunchErrorWindows","not-updated","Failed to start the SSH application ({0}).
Make sure that ""PuTTY"" is installed, and you have set the correct path.
Error message: {1}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","PasswordMissingError","not-updated","A password was expected, but passwordless login was specified",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","StreamingNotSupportedError","not-updated","The SSH backend does not support streaming when using the unmanaged SSH backend, if you supply --use-sftp-application, you must also specify --disable-streaming-transfers",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","UnexpectedConnectionError","not-updated","Unexpected error: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","UnexpectedExitResponseError","not-updated","Got unexpected exit response",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","UnexpectedResponseError","not-updated","Failed to get expected response to command: {0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","UnsupportedKeyfileEncryptionError","not-updated","Unsupported encryption format for OpenSSH private key, must be 3des-cbc (DES-EDE3-CBC).
Please include this information in a bug report:
{0}",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","UploadTimeoutError","not-updated","Timeout while uploading file",""
"Library\Backend\SSH\Strings\SSHBackend.zh-CN.resx","UsernameMissingError","not-updated","A username was expected, but none was supplied",""
"Library\Backend\SSH\Strings\SSHCommonOptions.zh-CN.resx","LoadError","not-updated","An error occured while setting up the SSH dialog: {0}",""
"Library\Backend\SSH\Strings\SSHCommonOptions.zh-CN.resx","LocatingSftpError","not-updated","The entered SFTP program could not be found.
Do you want to use the path anyway?",""
"Library\Backend\SSH\Strings\SSHCommonOptions.zh-CN.resx","SftpAutodetectedInfo","not-updated","Leave empty to use the sftp application found: {0}",""
"Library\Backend\SSH\Strings\SSHCommonOptions.zh-CN.resx","SftpNotAutodetectedWarning","not-updated","The sftp application could not be located, please enter the path manually",""
"Library\Backend\SSH\Strings\SSHCommonOptions.zh-CN.resx","SftpProgramNotFoundError","not-updated","An error occured while attempting to verify the sftp program path:
{0}

Do you want to use the path anyway?",""
"Library\Backend\SSH\Strings\SSHCommonOptions.zh-CN.resx","UseEmptyPathWarning","not-updated","You have not entered a path to the SFTP application.
This will use the default path to the SFTP application. 
The SFTP application could not be found during system probing.
Are you sure this is what you want?",""
"Library\Backend\SSH\Strings\SSHSettingsControl.zh-CN.resx","PageDescription","not-updated","Settings for the SSH backend",""
"Library\Backend\SSH\Strings\SSHSettingsControl.zh-CN.resx","PageTitle","not-updated","SSH",""
"Library\Backend\SSH\Strings\SSHUI.zh-CN.resx","CreateMissingFolderQuestion","not-updated","The folder does not exist, do you want to create it?",""
"Library\Backend\SSH\Strings\SSHUI.zh-CN.resx","MissingSCPWarning","not-updated","Duplicati was unable to verify the existence of the sftp program.
sftp may work regardless, if it is located in the system search path.

Do you want to continue anyway?",""
"Library\Backend\SSH\Strings\SSHUI.zh-CN.resx","PageDescription","not-updated","On this page you can select where to store the backup data.",""
"Library\Backend\SSH\Strings\SSHUI.zh-CN.resx","PageTitle","not-updated","Backup storage options",""
"Library\Backend\SSH\Strings\SSHUI.zh-CN.resx","PasswordRequiredManagedError","not-updated","A password is required when using the managed SSH option and no keyfile is supplied",""
"Library\Backend\TahoeLAFS\Strings\TahoeBackend.zh-CN.resx","Description","not-updated","This backend can read and write data to a Tahoe-LAFS based backend. Allowed format is ""tahoe://hostname:port/uri/$DIRCAP"".",""
"Library\Backend\TahoeLAFS\Strings\TahoeBackend.zh-CN.resx","DescriptionUseSSLLong","not-updated","Use this flag to communicate using Secure Socket Layer (SSL) over http (https).",""
"Library\Backend\TahoeLAFS\Strings\TahoeBackend.zh-CN.resx","DescriptionUseSSLShort","not-updated","Instructs Duplicati to use an SSL (https) connection",""
"Library\Backend\TahoeLAFS\Strings\TahoeBackend.zh-CN.resx","Displayname","not-updated","Tahoe-LAFS based",""
"Library\Backend\TahoeLAFS\Strings\TahoeBackend.zh-CN.resx","MissingFolderError","not-updated","The folder {0} was not found, message: {1}",""
"Library\Backend\TahoeLAFS\Strings\TahoeBackend.zh-CN.resx","UnexpectedJsonFragmentType","not-updated","Found the Json fragment {0} but expected {1}",""
"Library\Backend\TahoeLAFS\Strings\TahoeBackend.zh-CN.resx","UnrecognizedUriError","not-updated","Unsupported URL format, must start with ""/uri/URI:DIR2:""",""
"Library\Backend\TahoeLAFS\Strings\TahoeBackend.zh-CN.resx","UriHasQueryError","not-updated","The supplied URL contains a query, which is not allowed",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","ApproveCertificateHashQuestion","not-updated","The certificate was not valid ({0}). Do you want to approve the certificate anyway and retry?",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","CreateMissingFolderQuestion","not-updated","The folder does not exist, do you want to create it?",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","EmptyFolderPathError","not-updated","You must enter the name of the folder where the data should be stored",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","EmptyFolderPathWarning","not-updated","You have not entered a folder, this will store all files in the root directory of the server.
Do you want to continue without a folder path?",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","EmptyHashError","not-updated","You have not entered a hash string",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","InvalidFolderPathError","not-updated","The folder path is invalid, it must start with ""{0}""",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","InvalidHashError","not-updated","The hash string is not valid, it must be of even length and only contain hex chars (0-9 and a-f)",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","PageDescription","not-updated","On this page you can select where to store the backup data.",""
"Library\Backend\TahoeLAFS\Strings\TahoeUI.zh-CN.resx","PageTitle","not-updated","Backup storage options",""
"Library\Backend\TahoeLAFS\TahoeUI.zh-CN.resx","AcceptAnyHash.Text","missing","Accept any invalid certificate",""
"Library\Backend\TahoeLAFS\TahoeUI.zh-CN.resx","AcceptSpecifiedHash.Text","missing","Accept this certificate hash",""
"Library\Backend\TahoeLAFS\TahoeUI.zh-CN.resx","CreateFolderButton.Text","missing","Create folder",""
"Library\Backend\TahoeLAFS\TahoeUI.zh-CN.resx","label1.Text","missing","Server",""
"Library\Backend\TahoeLAFS\TahoeUI.zh-CN.resx","label2.Text","missing","Path",""
"Library\Backend\TahoeLAFS\TahoeUI.zh-CN.resx","label5.Text","missing","Port (optional)",""
"Library\Backend\TahoeLAFS\TahoeUI.zh-CN.resx","TestConnection.Text","missing","Test connection",""
"Library\Backend\TahoeLAFS\TahoeUI.zh-CN.resx","UseSSL.Text","missing","Use SSL",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","Description","not-updated","Supports connections to a WEBDAV enabled web server, using the HTTP protocol. Allowed formats are ""webdav://hostname/folder"" or ""webdav://username:password@hostname/folder"".",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionDebugPropfindLong","not-updated","To aid in debugging issues, it is possible to set a path to a file that will be overwritten with the PROPFIND response",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionDebugPropfindShort","not-updated","Dump the PROPFIND response",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionForceDigestLong","not-updated","Using the HTTP Digest authentication method allows the user to authenticate with the server, without sending the password in clear. However, a man-in-the-middle attack is easy, because the HTTP protocol specifies a fallback to Basic authentication, which will make the client send the password to the attacker. Using this flag, the client does not accept this, and always uses Digest authentication or fails to connect.",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionForceDigestShort","not-updated","Force the use of the HTTP Digest authentication method",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionFTPPasswordLong","not-updated","The password used to connect to the server. This may also be supplied as the environment variable ""FTP_PASSWORD"".",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionFTPPasswordShort","not-updated","Supplies the password used to connect to the server",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionFTPUsernameLong","not-updated","The username used to connect to the server. This may also be supplied as the environment variable ""FTP_USERNAME"".",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionFTPUsernameShort","not-updated","Supplies the username used to connect to the server",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionIntegratedAuthenticationLong","not-updated","If the server and client both supports integrated authentication, this option enables that authentication method. This is likely only available with windows servers and clients.",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionIntegratedAuthenticationShort","not-updated","Use windows integrated authentication to connect to the server",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionUseSSLLong","not-updated","Use this flag to communicate using Secure Socket Layer (SSL) over http (https).",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DescriptionUseSSLShort","not-updated","Instructs Duplicati to use an SSL (https) connection",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","DisplayName","not-updated","WEBDAV based",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","MissingFolderError","not-updated","The folder {0} was not found, message: {1}",""
"Library\Backend\WEBDAV\Strings\WEBDAV.zh-CN.resx","SeenThenNotFoundError","not-updated","When listing the folder {0} the file {1} was listed, but the server now reports that the file is not found.
This can be because the file is deleted or unavailable, but it can also be because the file extension {2} is blocked by the web server. IIS blocks unknown extensions by default.
Error message: {3}",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","ApproveCertificateHashQuestion","not-updated","The certificate was not valid ({0}). Do you want to approve the certificate anyway and retry?",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","BackslashWarning","not-updated","The folder path contains backslashes, which are known to cause problems. Do you want to convert the backslashes to forward slashes?",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","CreateMissingFolderQuestion","not-updated","The folder does not exist, do you want to create it?",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","EmptyFolderPathWarning","not-updated","You have not entered a folder, this will store all files in the root directory of the server.
Do you want to continue without a folder path?",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","EmptyHashError","not-updated","You have not entered a hash string",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","InvalidHashError","not-updated","The hash string is not valid, it must be of even length and only contain hex chars (0-9 and a-f)",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","LeadingSlashWarning","not-updated","The folder path starts with a forward slash, which is not required and known to cause problems.
Do you want the leading slash to be removed?",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","PageDescription","not-updated","On this page you can select where to store the backup data.",""
"Library\Backend\WEBDAV\Strings\WebDAVUI.zh-CN.resx","PageTitle","not-updated","Backup storage options",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","AcceptAnyHash.Text","missing","Accept any invalid certificate",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","AcceptSpecifiedHash.Text","missing","Accept this certificate hash",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","CreateFolderButton.Text","missing","Create folder",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","DigestAuth.Text","missing","Authentication method must be ""Digest""",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","label1.Text","missing","Server",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","label2.Text","missing","Path",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","label3.Text","missing","Username",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","label4.Text","missing","Password",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","label5.Text","missing","Port (optional)",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","TestConnection.Text","missing","Test connection",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","UseIntegratedAuth.Text","missing","Use integrated authentication",""
"Library\Backend\WEBDAV\WebDAVUI.zh-CN.resx","UseSSL.Text","missing","Use SSL",""
"Library\Compression\Strings\FileArchiveZip.zh-CN.resx","AttemptReadWhileWritingError","not-updated","Cannot read data while writing",""
"Library\Compression\Strings\FileArchiveZip.zh-CN.resx","AttemptWriteWhileReadingError","not-updated","Cannot write while reading",""
"Library\Compression\Strings\FileArchiveZip.zh-CN.resx","CompressionlevelLong","not-updated","This option controls the compression level used. A setting of zero gives no compression, and a setting of 9 gives maximum compression.",""
"Library\Compression\Strings\FileArchiveZip.zh-CN.resx","CompressionlevelShort","not-updated","Sets the Zip compression level",""
"Library\Compression\Strings\FileArchiveZip.zh-CN.resx","DeleteUnsupportedError","not-updated","Zip does not support deleting",""
"Library\Compression\Strings\FileArchiveZip.zh-CN.resx","Description","not-updated","This module provides the industry standard Zip compression. Files created with this module can be read by any standard compliant zip application.",""
"Library\Compression\Strings\FileArchiveZip.zh-CN.resx","DisplayName","not-updated","Zip compression",""
"Library\Compression\Strings\FileArchiveZip.zh-CN.resx","FileNotFoundError","not-updated","File not found: {0}",""
"Library\DynamicLoader\Strings\BackendLoader.zh-CN.resx","NoURLSuppliedError","not-updated","This instance was not created with an URL",""
"Library\DynamicLoader\Strings\BackendLoader.zh-CN.resx","UrlNotSupportedError","not-updated","The supplied url is not supported",""
"Library\DynamicLoader\Strings\DynamicLoader.zh-CN.resx","DynamicAssemblyLoadError","not-updated","Failed to load assembly {0}, error message: {1}",""
"Library\DynamicLoader\Strings\DynamicLoader.zh-CN.resx","DynamicTypeLoadError","not-updated","Failed to load process type {0} assembly {1}, error message: {2}",""
"Library\Encryption\GPGCommonOptions.zh-CN.resx","BrowseForGPGDialog.Filter","missing","Executables (*.exe)|*.exe|All files (*.*)|*.*",""
"Library\Encryption\GPGCommonOptions.zh-CN.resx","BrowseForGPGPathButton.Text","missing","...",""
"Library\Encryption\GPGCommonOptions.zh-CN.resx","label1.Text","missing","GPG path:",""
"Library\Encryption\Strings\AESEncryption.zh-CN.resx","AesencryptiondontallowfallbackLong_v2","not-updated","If the decryption fails using AES Crypt, dont attempt to use the previous encryption file format. ",""
"Library\Encryption\Strings\AESEncryption.zh-CN.resx","AesencryptiondontallowfallbackShort","not-updated","Do not attempt to decrypt using previous method",""
"Library\Encryption\Strings\AESEncryption.zh-CN.resx","BadKeyStretchError","not-updated","Bad key stretch",""
"Library\Encryption\Strings\AESEncryption.zh-CN.resx","Description_v2","not-updated","This module encrypts all files in the same way that AESCrypt does, using 256 bit AES encryption.",""
"Library\Encryption\Strings\AESEncryption.zh-CN.resx","DisplayName","not-updated","AES-256 encryption, built-in",""
"Library\Encryption\Strings\EncryptionBase.zh-CN.resx","DecryptionError","not-updated","Failed to decrypt data (invalid passphrase?): {0}",""
"Library\Encryption\Strings\GPGCommonOptions.zh-CN.resx","GpgAutodetectedInfo","not-updated","Leave empty to use the gpg application found: {0}",""
"Library\Encryption\Strings\GPGCommonOptions.zh-CN.resx","GpgNotAutodetectedWarning","not-updated","The gpg application could not be located, please enter the path manually",""
"Library\Encryption\Strings\GPGCommonOptions.zh-CN.resx","GpgProgramNotFoundError","not-updated","An error occured while attempting to verify the gpg program path:
{0}

Do you want to use the path anyway?",""
"Library\Encryption\Strings\GPGCommonOptions.zh-CN.resx","LoadError","not-updated","An error occured while setting up the GPG dialog: {0}",""
"Library\Encryption\Strings\GPGCommonOptions.zh-CN.resx","LocatingGpgError","not-updated","The entered GPG program could not be found.
Do you want to use the path anyway?",""
"Library\Encryption\Strings\GPGCommonOptions.zh-CN.resx","UseEmptyPathWarning","not-updated","You have not entered a path to the GPG application.
This will use the default path to the GPG application. 
The GPG application could not be found during system probing.
Are you sure this is what you want?",""
"Library\Encryption\Strings\GPGEncryption.zh-CN.resx","Description","not-updated","The GPG encryption module uses the GNU Privacy Guard program to encrypt and decrypt files. It requires that the gpg executable is available on the system. On Windows it is assumed that this is in the default installation folder under program files, under Linux and OSX it is assumed that the program is available via the PATH environment variable. It is possible to supply the path to GPG using the --gpg-program-path switch.",""
"Library\Encryption\Strings\GPGEncryption.zh-CN.resx","DisplayName","not-updated","GNU Privacy Guard, external",""
